"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 03, 2014","1,979.76","1,972.95","1,981.53","1,972.04","-","0.40%"
"Dec 02, 2014","1,971.89","1,960.30","1,974.02","1,960.18","-","0.62%"
"Dec 01, 2014","1,959.76","1,972.50","1,972.50","1,956.13","-","-0.73%"
"Nov 28, 2014","1,974.16","1,981.68","1,981.68","1,971.90","-","-0.28%"
"Nov 26, 2014","1,979.64","1,974.33","1,979.99","1,973.57","-","0.28%"
"Nov 25, 2014","1,974.07","1,977.77","1,980.97","1,971.70","-","-0.11%"
"Nov 24, 2014","1,976.27","1,972.99","1,976.60","1,972.91","-","0.29%"
"Nov 21, 2014","1,970.48","1,965.67","1,978.12","1,964.22","-","0.54%"
"Nov 20, 2014","1,959.94","1,951.11","1,961.08","1,948.01","-","0.21%"
"Nov 19, 2014","1,955.76","1,956.65","1,959.08","1,947.79","-","-0.15%"
"Nov 18, 2014","1,958.71","1,949.06","1,962.77","1,948.87","-","0.52%"
"Nov 17, 2014","1,948.60","1,945.05","1,950.23","1,942.07","-","0.06%"
"Nov 14, 2014","1,947.48","1,946.75","1,949.46","1,943.07","-","0.04%"
"Nov 13, 2014","1,946.76","1,946.74","1,953.47","1,938.50","-","0.04%"
"Nov 12, 2014","1,946.02","1,942.50","1,947.90","1,939.68","-","-0.05%"
"Nov 11, 2014","1,947.07","1,945.16","1,948.31","1,942.50","-","0.08%"
"Nov 10, 2014","1,945.46","1,939.51","1,946.04","1,938.27","-","0.30%"
"Nov 07, 2014","1,939.71","1,939.32","1,941.96","1,933.27","-","0.05%"
"Nov 06, 2014","1,938.68","1,930.34","1,939.00","1,924.09","-","0.40%"
"Nov 05, 2014","1,931.04","1,925.83","1,931.48","1,922.75","-","0.54%"
"Nov 04, 2014","1,920.70","1,924.78","1,924.78","1,910.30","-","-0.34%"
"Nov 03, 2014","1,927.19","1,928.31","1,933.92","1,923.46","-","-0.01%"
"Oct 31, 2014","1,927.44","1,914.76","1,927.44","1,914.76","-","1.18%"
"Oct 30, 2014","1,904.93","1,889.92","1,909.37","1,885.76","-","0.63%"
"Oct 29, 2014","1,893.01","1,894.94","1,902.03","1,880.32","-","-0.17%"
"Oct 28, 2014","1,896.29","1,877.49","1,896.29","1,877.49","-","1.20%"
"Oct 27, 2014","1,873.74","1,874.76","1,876.47","1,863.76","-","-0.17%"
"Oct 24, 2014","1,876.88","1,865.29","1,877.46","1,859.58","-","0.71%"
"Oct 23, 2014","1,863.66","1,847.75","1,874.14","1,847.75","-","1.24%"
"Oct 22, 2014","1,840.91","1,856.67","1,862.65","1,840.67","-","-0.77%"
"Oct 21, 2014","1,855.17","1,825.95","1,856.31","1,825.95","-","1.98%"
"Oct 20, 2014","1,819.14","1,801.97","1,819.96","1,798.42","-","0.92%"
"Oct 17, 2014","1,802.58","1,786.26","1,813.66","1,786.26","-","1.28%"
"Oct 16, 2014","1,779.81","1,768.70","1,792.32","1,752.71","-","0.06%"
"Oct 15, 2014","1,778.66","1,783.45","1,784.92","1,738.65","-","-0.75%"
"Oct 14, 2014","1,792.09","1,794.32","1,812.30","1,786.40","-","0.16%"
"Oct 13, 2014","1,789.24","1,818.93","1,825.32","1,789.00","-","-1.67%"
"Oct 10, 2014","1,819.60","1,839.59","1,849.66","1,819.53","-","-1.19%"
"Oct 09, 2014","1,841.59","1,878.61","1,878.61","1,841.05","-","-2.07%"
"Oct 08, 2014","1,880.50","1,848.73","1,881.83","1,839.00","-","1.72%"
"Oct 07, 2014","1,848.79","1,872.95","1,872.95","1,848.58","-","-1.51%"
"Oct 06, 2014","1,877.04","1,883.29","1,889.60","1,870.98","-","-0.15%"
"Oct 03, 2014","1,879.79","1,863.32","1,882.90","1,863.32","-","1.11%"
"Oct 02, 2014","1,859.19","1,858.74","1,864.83","1,839.47","-","0.00%"
"Oct 01, 2014","1,859.12","1,883.01","1,883.01","1,854.76","-","-1.33%"
"Sep 30, 2014","1,884.24","1,891.07","1,896.51","1,881.11","-","-0.30%"
"Sep 29, 2014","1,889.96","1,888.13","1,893.20","1,876.88","-","-0.25%"
"Sep 26, 2014","1,894.77","1,880.05","1,898.16","1,880.05","-","0.86%"
"Sep 25, 2014","1,878.53","1,906.02","1,906.02","1,878.53","-","-1.60%"
"Sep 24, 2014","1,909.12","1,894.88","1,910.63","1,890.30","-","0.79%"
"Sep 23, 2014","1,894.21","1,901.99","1,906.49","1,894.21","-","-0.58%"
"Sep 22, 2014","1,905.25","1,918.93","1,918.93","1,902.13","-","-0.84%"
"Sep 19, 2014","1,921.45","1,924.71","1,929.83","1,917.58","-","-0.06%"
"Sep 18, 2014","1,922.55","1,916.56","1,923.50","1,916.56","-","0.46%"
"Sep 17, 2014","1,913.70","1,912.14","1,922.47","1,906.19","-","0.12%"
"Sep 16, 2014","1,911.33","1,896.09","1,914.50","1,892.52","-","0.74%"
"Sep 15, 2014","1,897.28","1,900.18","1,900.19","1,892.50","-","-0.13%"
"Sep 12, 2014","1,899.82","1,911.20","1,911.20","1,894.83","-","-0.61%"
"Sep 11, 2014","1,911.52","1,904.78","1,911.71","1,900.64","-","0.10%"
"Sep 10, 2014","1,909.53","1,903.16","1,910.40","1,897.28","-","0.36%"
"Sep 09, 2014","1,902.72","1,914.23","1,914.23","1,899.11","-","-0.66%"
"Sep 08, 2014","1,915.37","1,919.58","1,920.55","1,909.59","-","-0.29%"
"Sep 05, 2014","1,921.01","1,910.45","1,921.01","1,904.13","-","0.50%"
"Sep 04, 2014","1,911.39","1,916.17","1,924.32","1,906.51","-","-0.17%"
"Sep 03, 2014","1,914.65","1,919.61","1,923.05","1,912.25","-","-0.08%"
"Sep 02, 2014","1,916.18","1,918.93","1,919.56","1,908.99","-","-0.05%"
"Aug 29, 2014","1,917.08","1,913.57","1,917.11","1,908.79","-","0.34%"
"Aug 28, 2014","1,910.60","1,909.92","1,912.39","1,904.63","-","-0.17%"
"Aug 27, 2014","1,913.78","1,914.35","1,915.56","1,910.06","-","0.02%"
"Aug 26, 2014","1,913.46","1,912.17","1,918.15","1,912.17","-","0.11%"
"Aug 25, 2014","1,911.28","1,907.36","1,915.15","1,907.36","-","0.47%"
"Aug 22, 2014","1,902.34","1,905.43","1,906.86","1,898.70","-","-0.19%"
"Aug 21, 2014","1,905.93","1,901.41","1,908.13","1,900.86","-","0.29%"
"Aug 20, 2014","1,900.47","1,893.89","1,902.36","1,891.81","-","0.25%"
"Aug 19, 2014","1,895.69","1,888.01","1,896.59","1,888.01","-","0.49%"
"Aug 18, 2014","1,886.43","1,875.24","1,886.54","1,875.24","-","0.85%"
"Aug 15, 2014","1,870.51","1,873.78","1,878.89","1,857.60","-","0.01%"
"Aug 14, 2014","1,870.32","1,864.16","1,870.35","1,863.75","-","0.43%"
"Aug 13, 2014","1,862.34","1,853.42","1,863.83","1,853.42","-","0.68%"
"Aug 12, 2014","1,849.71","1,851.31","1,855.54","1,844.53","-","-0.18%"
"Aug 11, 2014","1,853.12","1,850.76","1,860.79","1,850.76","-","0.30%"
"Aug 08, 2014","1,847.66","1,828.62","1,848.36","1,826.38","-","1.13%"
"Aug 07, 2014","1,826.94","1,841.33","1,845.13","1,822.54","-","-0.56%"
"Aug 06, 2014","1,837.15","1,833.84","1,844.60","1,830.53","-","-0.02%"
"Aug 05, 2014","1,837.49","1,851.42","1,852.12","1,831.26","-","-0.95%"
"Aug 04, 2014","1,855.14","1,844.14","1,858.80","1,838.14","-","0.71%"
"Aug 01, 2014","1,842.01","1,844.64","1,853.74","1,833.64","-","-0.28%"
"Jul 31, 2014","1,847.14","1,877.76","1,877.76","1,847.13","-","-1.98%"
"Jul 30, 2014","1,884.51","1,888.07","1,892.67","1,877.45","-","0.02%"
"Jul 29, 2014","1,884.09","1,893.17","1,897.96","1,884.09","-","-0.44%"
"Jul 28, 2014","1,892.33","1,891.84","1,894.92","1,881.34","-","0.02%"
"Jul 25, 2014","1,891.86","1,896.92","1,896.92","1,888.12","-","-0.49%"
"Jul 24, 2014","1,901.17","1,901.75","1,904.47","1,899.05","-","0.06%"
"Jul 23, 2014","1,900.06","1,898.63","1,902.02","1,895.51","-","0.19%"
"Jul 22, 2014","1,896.55","1,890.65","1,899.23","1,890.65","-","0.51%"
"Jul 21, 2014","1,886.91","1,888.58","1,888.99","1,879.65","-","-0.24%"
"Jul 18, 2014","1,891.40","1,875.34","1,892.94","1,874.68","-","1.03%"
"Jul 17, 2014","1,872.04","1,890.82","1,894.56","1,869.61","-","-1.16%"
"Jul 16, 2014","1,894.10","1,891.49","1,895.91","1,888.58","-","0.41%"
"Jul 15, 2014","1,886.30","1,890.96","1,895.50","1,878.82","-","-0.22%"
"Jul 14, 2014","1,890.41","1,886.24","1,893.14","1,886.24","-","0.49%"
"Jul 11, 2014","1,881.15","1,879.09","1,882.14","1,873.70","-","0.14%"
"Jul 10, 2014","1,878.54","1,878.74","1,883.51","1,866.91","-","-0.42%"
"Jul 09, 2014","1,886.40","1,880.23","1,887.59","1,878.75","-","0.46%"
"Jul 08, 2014","1,877.71","1,889.54","1,889.54","1,873.47","-","-0.72%"
"Jul 07, 2014","1,891.41","1,897.44","1,897.44","1,888.84","-","-0.41%"
"Jul 03, 2014","1,899.23","1,891.26","1,899.30","1,891.26","-","0.53%"
"Jul 02, 2014","1,889.13","1,887.81","1,891.40","1,887.23","-","0.04%"
"Jul 01, 2014","1,888.35","1,878.57","1,893.40","1,878.57","-","0.67%"
"Jun 30, 2014","1,875.86","1,875.98","1,878.94","1,873.75","-","0.00%"
"Jun 27, 2014","1,875.83","1,870.60","1,876.21","1,867.62","-","0.20%"
"Jun 26, 2014","1,872.04","1,874.13","1,874.13","1,860.08","-","-0.12%"
"Jun 25, 2014","1,874.20","1,863.87","1,875.42","1,862.79","-","0.49%"
"Jun 24, 2014","1,865.15","1,876.18","1,882.95","1,863.62","-","-0.66%"
"Jun 23, 2014","1,877.52","1,877.57","1,878.73","1,874.06","-","-0.00%"
"Jun 20, 2014","1,877.59","1,874.79","1,878.28","1,873.97","-","0.19%"
"Jun 19, 2014","1,874.07","1,872.85","1,874.65","1,867.23","-","0.12%"
"Jun 18, 2014","1,871.75","1,858.10","1,872.29","1,855.10","-","0.77%"
"Jun 17, 2014","1,857.47","1,852.51","1,859.25","1,849.36","-","0.22%"
"Jun 16, 2014","1,853.44","1,850.27","1,856.61","1,846.96","-","0.08%"
"Jun 13, 2014","1,851.88","1,848.53","1,852.90","1,843.53","-","0.32%"
"Jun 12, 2014","1,846.03","1,857.92","1,857.92","1,841.88","-","-0.70%"
"Jun 11, 2014","1,859.12","1,862.27","1,862.27","1,855.41","-","-0.33%"
"Jun 10, 2014","1,865.34","1,864.64","1,865.39","1,859.36","-","-0.04%"
"Jun 09, 2014","1,866.04","1,863.77","1,870.35","1,862.09","-","0.09%"
"Jun 06, 2014","1,864.37","1,858.69","1,864.37","1,858.69","-","0.45%"
"Jun 05, 2014","1,855.95","1,845.08","1,857.26","1,839.11","-","0.65%"
"Jun 04, 2014","1,843.88","1,838.19","1,844.47","1,834.66","-","0.20%"
"Jun 03, 2014","1,840.26","1,838.32","1,840.98","1,834.80","-","-0.03%"
"Jun 02, 2014","1,840.88","1,840.02","1,841.76","1,831.99","-","0.08%"
"May 30, 2014","1,839.43","1,835.74","1,839.87","1,833.02","-","0.17%"
"May 29, 2014","1,836.25","1,828.72","1,836.25","1,826.43","-","0.54%"
"May 28, 2014","1,826.38","1,828.52","1,830.85","1,823.82","-","-0.11%"
"May 27, 2014","1,828.45","1,820.83","1,828.82","1,820.83","-","0.59%"
"May 23, 2014","1,817.67","1,811.07","1,818.37","1,810.85","-","0.43%"
"May 22, 2014","1,809.89","1,805.79","1,813.66","1,802.97","-","0.25%"
"May 21, 2014","1,805.42","1,793.02","1,806.20","1,793.02","-","0.82%"
"May 20, 2014","1,790.81","1,801.90","1,801.90","1,786.37","-","-0.66%"
"May 19, 2014","1,802.69","1,793.31","1,803.58","1,790.28","-","0.40%"
"May 16, 2014","1,795.46","1,789.27","1,795.74","1,782.90","-","0.36%"
"May 15, 2014","1,788.94","1,804.66","1,804.66","1,780.33","-","-0.92%"
"May 14, 2014","1,805.53","1,812.86","1,812.94","1,802.90","-","-0.46%"
"May 13, 2014","1,813.96","1,814.23","1,818.84","1,812.66","-","0.03%"
"May 12, 2014","1,813.34","1,799.62","1,813.80","1,799.62","-","0.97%"
"May 09, 2014","1,795.93","1,792.28","1,795.96","1,784.96","-","0.16%"
"May 08, 2014","1,793.01","1,794.17","1,806.36","1,787.73","-","-0.18%"
"May 07, 2014","1,796.16","1,788.32","1,796.75","1,778.33","-","0.55%"
"May 06, 2014","1,786.41","1,800.72","1,800.72","1,786.41","-","-0.90%"
"May 05, 2014","1,802.67","1,794.80","1,803.46","1,785.05","-","0.21%"
"May 02, 2014","1,798.97","1,801.90","1,808.51","1,796.57","-","-0.11%"
"May 01, 2014","1,801.02","1,801.58","1,805.84","1,795.47","-","0.02%"
"Apr 30, 2014","1,800.72","1,792.51","1,801.77","1,789.30","-","0.33%"
"Apr 29, 2014","1,794.86","1,788.42","1,797.04","1,787.79","-","0.51%"
"Apr 28, 2014","1,785.83","1,784.02","1,793.75","1,767.86","-","0.27%"
"Apr 25, 2014","1,780.95","1,793.11","1,793.11","1,777.52","-","-0.85%"
"Apr 24, 2014","1,796.22","1,800.73","1,801.26","1,787.97","-","0.15%"
"Apr 23, 2014","1,793.61","1,798.08","1,798.08","1,792.48","-","-0.25%"
"Apr 22, 2014","1,798.11","1,791.39","1,803.11","1,791.38","-","0.44%"
"Apr 21, 2014","1,790.24","1,784.54","1,790.24","1,781.79","-","0.39%"
"Apr 17, 2014","1,783.34","1,780.16","1,787.76","1,775.57","-","0.14%"
"Apr 16, 2014","1,780.86","1,767.05","1,780.86","1,766.70","-","1.06%"
"Apr 15, 2014","1,762.20","1,752.25","1,763.19","1,736.40","-","0.67%"
"Apr 14, 2014","1,750.49","1,741.46","1,754.27","1,736.38","-","0.81%"
"Apr 11, 2014","1,736.46","1,748.46","1,755.31","1,735.12","-","-0.97%"
"Apr 10, 2014","1,753.45","1,791.10","1,791.35","1,751.10","-","-2.10%"
"Apr 09, 2014","1,791.03","1,773.86","1,791.22","1,771.91","-","1.11%"
"Apr 08, 2014","1,771.38","1,764.46","1,774.05","1,757.01","-","0.41%"
"Apr 07, 2014","1,764.17","1,781.06","1,782.89","1,760.39","-","-1.12%"
"Apr 04, 2014","1,784.09","1,811.62","1,815.52","1,782.12","-","-1.28%"
"Apr 03, 2014","1,807.31","1,811.36","1,812.61","1,801.68","-","-0.16%"
"Apr 02, 2014","1,810.21","1,806.62","1,812.28","1,803.60","-","0.28%"
"Apr 01, 2014","1,805.18","1,794.76","1,805.27","1,794.76","-","0.73%"
"Mar 31, 2014","1,792.01","1,781.87","1,794.59","1,781.87","-","0.81%"
"Mar 28, 2014","1,777.67","1,771.76","1,786.31","1,771.76","-","0.48%"
"Mar 27, 2014","1,769.19","1,771.28","1,775.46","1,762.28","-","-0.18%"
"Mar 26, 2014","1,772.36","1,788.16","1,794.94","1,772.36","-","-0.71%"
"Mar 25, 2014","1,785.03","1,781.45","1,791.52","1,775.98","-","0.41%"
"Mar 24, 2014","1,777.80","1,789.21","1,793.60","1,770.19","-","-0.51%"
"Mar 21, 2014","1,787.00","1,795.09","1,803.44","1,784.13","-","-0.30%"
"Mar 20, 2014","1,792.33","1,780.47","1,793.77","1,775.92","-","0.57%"
"Mar 19, 2014","1,782.10","1,793.55","1,795.06","1,772.45","-","-0.63%"
"Mar 18, 2014","1,793.32","1,781.25","1,794.80","1,781.25","-","0.73%"
"Mar 17, 2014","1,780.28","1,767.92","1,783.87","1,767.92","-","0.94%"
"Mar 14, 2014","1,763.71","1,766.28","1,773.99","1,762.30","-","-0.25%"
"Mar 13, 2014","1,768.09","1,791.42","1,794.97","1,763.70","-","-1.17%"
"Mar 12, 2014","1,789.08","1,784.65","1,789.20","1,775.54","-","0.04%"
"Mar 11, 2014","1,788.28","1,799.03","1,802.69","1,784.72","-","-0.52%"
"Mar 10, 2014","1,797.54","1,797.96","1,798.41","1,788.13","-","-0.07%"
"Mar 07, 2014","1,798.87","1,801.67","1,804.66","1,791.95","-","0.02%"
"Mar 06, 2014","1,798.53","1,797.46","1,803.30","1,796.51","-","0.15%"
"Mar 05, 2014","1,795.78","1,796.45","1,798.49","1,793.50","-","-0.02%"
"Mar 04, 2014","1,796.15","1,773.75","1,798.31","1,773.75","-","1.51%"
"Mar 03, 2014","1,769.36","1,779.32","1,779.32","1,758.42","-","-0.73%"
"Feb 28, 2014","1,782.46","1,778.93","1,790.69","1,771.18","-","0.24%"
"Feb 27, 2014","1,778.19","1,768.60","1,778.38","1,765.66","-","0.51%"
"Feb 26, 2014","1,769.25","1,770.93","1,776.70","1,764.96","-","0.01%"
"Feb 25, 2014","1,769.05","1,771.92","1,776.64","1,764.61","-","-0.13%"
"Feb 24, 2014","1,771.37","1,761.43","1,781.89","1,761.43","-","0.63%"
"Feb 21, 2014","1,760.32","1,765.23","1,769.48","1,759.69","-","-0.18%"
"Feb 20, 2014","1,763.50","1,752.99","1,766.16","1,749.07","-","0.62%"
"Feb 19, 2014","1,752.58","1,761.02","1,770.10","1,750.93","-","-0.64%"
"Feb 18, 2014","1,763.91","1,762.32","1,765.64","1,757.96","-","0.17%"
"Feb 14, 2014","1,760.95","1,751.40","1,763.77","1,748.81","-","0.46%"
"Feb 13, 2014","1,752.84","1,736.24","1,753.34","1,732.85","-","0.60%"
"Feb 12, 2014","1,742.42","1,743.53","1,749.05","1,739.12","-","0.00%"
"Feb 11, 2014","1,742.40","1,724.22","1,745.98","1,724.22","-","1.10%"
"Feb 10, 2014","1,723.50","1,719.72","1,723.57","1,715.77","-","0.17%"
"Feb 07, 2014","1,720.56","1,702.42","1,721.53","1,701.76","-","1.33%"
"Feb 06, 2014","1,698.03","1,678.92","1,698.62","1,678.92","-","1.24%"
"Feb 05, 2014","1,677.18","1,677.66","1,680.97","1,663.89","-","-0.20%"
"Feb 04, 2014","1,680.50","1,671.85","1,683.67","1,670.35","-","0.77%"
"Feb 03, 2014","1,667.60","1,706.75","1,708.82","1,665.48","-","-2.28%"
"Jan 31, 2014","1,706.59","1,710.43","1,717.35","1,696.58","-","-0.63%"
"Jan 30, 2014","1,717.36","1,702.17","1,721.72","1,702.17","-","1.13%"
"Jan 29, 2014","1,698.10","1,709.50","1,710.03","1,694.64","-","-1.02%"
"Jan 28, 2014","1,715.56","1,702.85","1,716.67","1,702.85","-","0.64%"
"Jan 27, 2014","1,704.63","1,713.96","1,718.63","1,696.13","-","-0.51%"
"Jan 24, 2014","1,713.37","1,746.58","1,746.58","1,713.37","-","-2.10%"
"Jan 23, 2014","1,750.19","1,762.69","1,762.69","1,742.11","-","-0.89%"
"Jan 22, 2014","1,765.88","1,766.13","1,767.73","1,761.79","-","0.08%"
"Jan 21, 2014","1,764.47","1,763.41","1,769.71","1,753.59","-","0.28%"
"Jan 17, 2014","1,759.57","1,764.44","1,766.51","1,756.33","-","-0.38%"
"Jan 16, 2014","1,766.23","1,766.82","1,766.82","1,760.89","-","-0.12%"
"Jan 15, 2014","1,768.32","1,761.39","1,770.63","1,761.39","-","0.51%"
"Jan 14, 2014","1,759.27","1,743.02","1,759.72","1,742.47","-","1.09%"
"Jan 13, 2014","1,740.25","1,761.30","1,763.45","1,736.91","-","-1.28%"
"Jan 10, 2014","1,762.78","1,760.90","1,763.28","1,753.38","-","0.24%"
"Jan 09, 2014","1,758.58","1,760.35","1,763.56","1,751.16","-","0.02%"
"Jan 08, 2014","1,758.27","1,758.38","1,760.59","1,752.59","-","-0.01%"
"Jan 07, 2014","1,758.52","1,750.29","1,760.49","1,750.29","-","0.64%"
"Jan 06, 2014","1,747.33","1,753.65","1,757.29","1,744.31","-","-0.26%"
"Jan 03, 2014","1,751.81","1,753.78","1,758.36","1,749.60","-","-0.04%"
"Jan 02, 2014","1,752.57","1,765.37","1,765.37","1,748.35","-","-0.90%"
