"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 27, 2017","2,304.86","2,321.59","2,324.93","2,304.86","-","-0.83%"
"Jun 26, 2017","2,324.04","2,323.29","2,334.66","2,321.96","-","0.03%"
"Jun 23, 2017","2,323.29","2,319.47","2,326.13","2,316.25","-","0.18%"
"Jun 22, 2017","2,319.20","2,320.24","2,325.94","2,317.81","-","-0.03%"
"Jun 21, 2017","2,319.85","2,323.19","2,326.23","2,315.37","-","-0.05%"
"Jun 20, 2017","2,320.95","2,333.66","2,333.66","2,320.52","-","-0.67%"
"Jun 19, 2017","2,336.67","2,326.29","2,336.92","2,325.95","-","0.82%"
"Jun 16, 2017","2,317.61","2,316.60","2,317.62","2,307.89","-","0.02%"
"Jun 15, 2017","2,317.07","2,311.88","2,318.43","2,304.03","-","-0.23%"
"Jun 14, 2017","2,322.46","2,328.15","2,328.21","2,313.70","-","-0.11%"
"Jun 13, 2017","2,324.94","2,319.00","2,325.89","2,316.23","-","0.48%"
"Jun 12, 2017","2,313.90","2,310.06","2,314.81","2,305.31","-","-0.09%"
"Jun 09, 2017","2,316.07","2,319.03","2,330.71","2,301.03","-","-0.13%"
"Jun 08, 2017","2,319.00","2,318.15","2,323.79","2,313.64","-","0.04%"
"Jun 07, 2017","2,318.11","2,316.84","2,319.93","2,310.30","-","0.15%"
"Jun 06, 2017","2,314.55","2,317.54","2,321.06","2,313.38","-","-0.29%"
"Jun 05, 2017","2,321.26","2,323.09","2,324.64","2,320.11","-","-0.14%"
"Jun 02, 2017","2,324.48","2,317.46","2,325.60","2,313.69","-","0.36%"
"Jun 01, 2017","2,316.03","2,299.77","2,316.03","2,299.73","-","0.80%"
"May 31, 2017","2,297.76","2,301.04","2,301.36","2,289.70","-","-0.03%"
"May 30, 2017","2,298.53","2,298.29","2,300.69","2,295.54","-","-0.12%"
"May 26, 2017","2,301.20","2,300.31","2,301.89","2,297.83","-","0.03%"
"May 25, 2017","2,300.50","2,294.52","2,303.88","2,294.00","-","0.44%"
"May 24, 2017","2,290.41","2,287.47","2,291.47","2,284.46","-","0.27%"
"May 23, 2017","2,284.30","2,283.07","2,286.58","2,280.09","-","0.18%"
"May 22, 2017","2,280.27","2,272.17","2,281.52","2,272.17","-","0.53%"
"May 19, 2017","2,268.36","2,254.05","2,275.29","2,254.05","-","0.68%"
"May 18, 2017","2,253.14","2,244.82","2,262.19","2,240.84","-","0.37%"
"May 17, 2017","2,244.77","2,283.37","2,283.37","2,244.06","-","-1.82%"
"May 16, 2017","2,286.31","2,290.49","2,291.12","2,281.94","-","-0.08%"
"May 15, 2017","2,288.05","2,279.33","2,289.60","2,279.33","-","0.49%"
"May 12, 2017","2,276.97","2,280.08","2,280.08","2,273.67","-","-0.14%"
"May 11, 2017","2,280.19","2,285.31","2,285.31","2,268.59","-","-0.23%"
"May 10, 2017","2,285.39","2,282.55","2,285.43","2,278.91","-","0.11%"
"May 09, 2017","2,282.89","2,286.76","2,289.16","2,278.78","-","-0.10%"
"May 08, 2017","2,285.22","2,285.88","2,287.19","2,280.08","-","-0.04%"
"May 05, 2017","2,286.06","2,280.13","2,286.06","2,276.50","-","0.44%"
"May 04, 2017","2,276.03","2,276.41","2,277.48","2,267.42","-","0.04%"
"May 03, 2017","2,275.04","2,274.31","2,276.53","2,267.92","-","-0.17%"
"May 02, 2017","2,278.91","2,280.25","2,281.33","2,274.54","-","0.08%"
"May 01, 2017","2,277.11","2,277.06","2,282.64","2,273.57","-","0.20%"
"Apr 28, 2017","2,272.62","2,280.34","2,280.34","2,271.02","-","-0.20%"
"Apr 27, 2017","2,277.12","2,277.93","2,280.14","2,271.69","-","0.09%"
"Apr 26, 2017","2,275.11","2,276.32","2,284.97","2,274.56","-","-0.04%"
"Apr 25, 2017","2,276.07","2,268.07","2,279.57","2,268.07","-","0.61%"
"Apr 24, 2017","2,262.19","2,253.07","2,264.77","2,253.07","-","1.08%"
"Apr 21, 2017","2,238.06","2,244.87","2,244.89","2,234.35","-","-0.30%"
"Apr 20, 2017","2,244.87","2,233.96","2,249.76","2,230.95","-","0.74%"
"Apr 19, 2017","2,228.30","2,237.83","2,241.62","2,225.46","-","-0.16%"
"Apr 18, 2017","2,231.95","2,232.16","2,237.11","2,224.72","-","-0.27%"
"Apr 17, 2017","2,238.04","2,222.60","2,238.10","2,222.48","-","0.86%"
"Apr 13, 2017","2,219.02","2,230.38","2,236.95","2,219.01","-","-0.66%"
"Apr 12, 2017","2,233.82","2,240.80","2,241.47","2,230.51","-","-0.39%"
"Apr 11, 2017","2,242.58","2,242.32","2,243.54","2,226.97","-","-0.13%"
"Apr 10, 2017","2,245.53","2,245.17","2,254.09","2,240.28","-","0.08%"
"Apr 07, 2017","2,243.74","2,243.30","2,251.27","2,239.41","-","-0.09%"
"Apr 06, 2017","2,245.67","2,241.83","2,251.45","2,237.51","-","0.21%"
"Apr 05, 2017","2,240.93","2,252.86","2,265.06","2,239.00","-","-0.33%"
"Apr 04, 2017","2,248.24","2,243.77","2,248.43","2,239.72","-","0.06%"
"Apr 03, 2017","2,246.84","2,252.03","2,253.98","2,234.18","-","-0.18%"
"Mar 31, 2017","2,250.91","2,252.32","2,257.94","2,250.68","-","-0.21%"
"Mar 30, 2017","2,255.71","2,248.91","2,258.00","2,247.18","-","0.28%"
"Mar 29, 2017","2,249.51","2,244.23","2,251.53","2,241.46","-","0.13%"
"Mar 28, 2017","2,246.56","2,228.41","2,251.17","2,227.32","-","0.72%"
"Mar 27, 2017","2,230.56","2,221.14","2,233.53","2,212.21","-","-0.09%"
"Mar 24, 2017","2,232.46","2,236.94","2,243.88","2,224.81","-","-0.07%"
"Mar 23, 2017","2,234.00","2,233.96","2,246.27","2,230.86","-","-0.11%"
"Mar 22, 2017","2,236.44","2,231.00","2,239.39","2,225.33","-","0.19%"
"Mar 21, 2017","2,232.23","2,265.91","2,268.79","2,230.36","-","-1.27%"
"Mar 20, 2017","2,260.96","2,264.89","2,266.77","2,257.46","-","-0.22%"
"Mar 17, 2017","2,265.86","2,268.97","2,272.56","2,265.24","-","-0.11%"
"Mar 16, 2017","2,268.39","2,273.61","2,274.52","2,264.74","-","-0.14%"
"Mar 15, 2017","2,271.66","2,257.06","2,275.99","2,256.60","-","0.84%"
"Mar 14, 2017","2,252.73","2,255.68","2,255.68","2,245.61","-","-0.32%"
"Mar 13, 2017","2,260.05","2,258.13","2,260.75","2,255.25","-","0.07%"
"Mar 10, 2017","2,258.56","2,258.71","2,262.36","2,249.86","-","0.34%"
"Mar 09, 2017","2,250.92","2,249.82","2,254.92","2,241.11","-","0.07%"
"Mar 08, 2017","2,249.28","2,255.26","2,259.19","2,247.58","-","-0.24%"
"Mar 07, 2017","2,254.67","2,258.42","2,261.12","2,252.31","-","-0.29%"
"Mar 06, 2017","2,261.21","2,263.04","2,264.42","2,254.42","-","-0.33%"
"Mar 03, 2017","2,268.60","2,266.06","2,269.24","2,261.25","-","0.05%"
"Mar 02, 2017","2,267.52","2,278.95","2,278.95","2,266.04","-","-0.59%"
"Mar 01, 2017","2,281.01","2,261.99","2,285.52","2,261.99","-","1.32%"
"Feb 28, 2017","2,251.29","2,255.53","2,255.53","2,246.99","-","-0.28%"
"Feb 27, 2017","2,257.55","2,253.39","2,259.05","2,249.71","-","0.12%"
"Feb 24, 2017","2,254.92","2,244.94","2,254.92","2,241.30","-","0.15%"
"Feb 23, 2017","2,251.51","2,255.13","2,255.93","2,243.41","-","0.02%"
"Feb 22, 2017","2,251.15","2,250.59","2,253.44","2,247.42","-","-0.12%"
"Feb 21, 2017","2,253.75","2,242.83","2,254.92","2,242.83","-","0.61%"
"Feb 17, 2017","2,240.17","2,232.84","2,240.17","2,229.03","-","0.18%"
"Feb 16, 2017","2,236.24","2,239.17","2,240.70","2,228.73","-","-0.10%"
"Feb 15, 2017","2,238.44","2,225.57","2,240.28","2,225.31","-","0.49%"
"Feb 14, 2017","2,227.45","2,217.35","2,227.45","2,213.24","-","0.40%"
"Feb 13, 2017","2,218.51","2,208.52","2,221.53","2,208.52","-","0.51%"
"Feb 10, 2017","2,207.20","2,201.80","2,210.01","2,201.74","-","0.35%"
"Feb 09, 2017","2,199.59","2,188.84","2,202.55","2,188.84","-","0.57%"
"Feb 08, 2017","2,187.08","2,182.46","2,188.08","2,177.97","-","0.08%"
"Feb 07, 2017","2,185.34","2,188.08","2,191.15","2,182.59","-","0.02%"
"Feb 06, 2017","2,184.90","2,189.04","2,189.04","2,181.17","-","-0.21%"
"Feb 03, 2017","2,189.44","2,179.19","2,190.22","2,179.19","-","0.74%"
"Feb 02, 2017","2,173.33","2,169.69","2,176.23","2,164.34","-","0.07%"
"Feb 01, 2017","2,171.85","2,178.23","2,181.15","2,165.33","-","0.03%"
"Jan 31, 2017","2,171.19","2,167.88","2,171.33","2,160.14","-","-0.05%"
"Jan 30, 2017","2,172.28","2,177.64","2,177.64","2,160.01","-","-0.60%"
"Jan 27, 2017","2,185.47","2,190.52","2,190.52","2,182.61","-","-0.08%"
"Jan 26, 2017","2,187.17","2,190.73","2,191.47","2,184.95","-","-0.10%"
"Jan 25, 2017","2,189.34","2,178.32","2,190.40","2,178.32","-","0.80%"
"Jan 24, 2017","2,172.01","2,160.87","2,175.97","2,159.11","-","0.68%"
"Jan 23, 2017","2,157.41","2,159.78","2,163.20","2,149.62","-","-0.25%"
"Jan 20, 2017","2,162.77","2,159.49","2,168.59","2,157.29","-","0.31%"
"Jan 19, 2017","2,156.06","2,163.06","2,165.98","2,151.12","-","-0.35%"
"Jan 18, 2017","2,163.64","2,161.18","2,163.73","2,155.58","-","0.19%"
"Jan 17, 2017","2,159.45","2,162.07","2,163.40","2,154.74","-","-0.30%"
"Jan 13, 2017","2,166.03","2,162.46","2,169.57","2,162.46","-","0.21%"
"Jan 12, 2017","2,161.52","2,162.59","2,162.59","2,146.16","-","-0.20%"
"Jan 11, 2017","2,165.95","2,160.05","2,165.95","2,152.51","-","0.27%"
"Jan 10, 2017","2,160.18","2,160.05","2,169.61","2,156.91","-","0.01%"
"Jan 09, 2017","2,159.95","2,165.77","2,165.96","2,159.95","-","-0.34%"
"Jan 06, 2017","2,167.35","2,161.00","2,172.11","2,155.20","-","0.37%"
"Jan 05, 2017","2,159.40","2,159.85","2,161.68","2,151.32","-","-0.07%"
"Jan 04, 2017","2,160.93","2,150.17","2,162.82","2,150.17","-","0.63%"
"Jan 03, 2017","2,147.47","2,137.47","2,152.68","2,135.53","-","0.85%"
"Dec 30, 2016","2,129.36","2,141.59","2,143.16","2,124.65","-","-0.45%"
"Dec 29, 2016","2,139.09","2,139.79","2,143.81","2,134.76","-","-0.02%"
"Dec 28, 2016","2,139.62","2,159.33","2,160.04","2,138.90","-","-0.84%"
"Dec 27, 2016","2,157.75","2,154.92","2,162.42","2,154.92","-","0.23%"
"Dec 23, 2016","2,152.84","2,149.03","2,152.85","2,148.28","-","0.14%"
"Dec 22, 2016","2,149.76","2,153.19","2,153.19","2,145.24","-","-0.20%"
"Dec 21, 2016","2,154.08","2,159.38","2,159.66","2,154.08","-","-0.24%"
"Dec 20, 2016","2,159.33","2,154.79","2,160.98","2,154.79","-","0.36%"
"Dec 19, 2016","2,151.49","2,148.77","2,156.18","2,147.76","-","0.18%"
"Dec 16, 2016","2,147.61","2,152.90","2,156.64","2,143.89","-","-0.16%"
"Dec 15, 2016","2,150.96","2,143.56","2,160.31","2,143.56","-","0.37%"
"Dec 14, 2016","2,142.94","2,159.86","2,164.25","2,138.97","-","-0.82%"
"Dec 13, 2016","2,160.59","2,149.37","2,165.84","2,149.37","-","0.65%"
"Dec 12, 2016","2,146.57","2,147.46","2,153.32","2,142.17","-","-0.13%"
"Dec 09, 2016","2,149.30","2,140.35","2,149.42","2,140.35","-","0.55%"
"Dec 08, 2016","2,137.62","2,133.10","2,142.99","2,129.72","-","0.22%"
"Dec 07, 2016","2,132.85","2,105.85","2,133.00","2,102.41","-","1.28%"
"Dec 06, 2016","2,105.80","2,099.58","2,106.19","2,096.07","-","0.36%"
"Dec 05, 2016","2,098.34","2,093.47","2,102.21","2,093.47","-","0.62%"
"Dec 02, 2016","2,085.48","2,085.00","2,091.28","2,082.18","-","0.02%"
"Dec 01, 2016","2,085.00","2,094.58","2,096.94","2,081.53","-","-0.41%"
"Nov 30, 2016","2,093.61","2,100.00","2,108.62","2,093.61","-","-0.28%"
"Nov 29, 2016","2,099.52","2,096.12","2,105.08","2,093.66","-","0.13%"
"Nov 28, 2016","2,096.76","2,104.87","2,105.78","2,095.47","-","-0.54%"
"Nov 25, 2016","2,108.13","2,101.58","2,108.13","2,101.58","-","0.40%"
"Nov 23, 2016","2,099.70","2,094.47","2,099.70","2,090.21","-","0.08%"
"Nov 22, 2016","2,098.02","2,094.80","2,099.72","2,089.90","-","0.21%"
"Nov 21, 2016","2,093.57","2,078.05","2,093.89","2,078.05","-","0.75%"
"Nov 18, 2016","2,078.05","2,082.81","2,085.59","2,076.76","-","-0.23%"
"Nov 17, 2016","2,082.87","2,072.74","2,083.78","2,072.74","-","0.48%"
"Nov 16, 2016","2,072.82","2,073.88","2,075.03","2,068.36","-","-0.15%"
"Nov 15, 2016","2,075.84","2,061.43","2,076.31","2,061.43","-","0.74%"
"Nov 14, 2016","2,060.52","2,063.65","2,066.94","2,052.79","-","0.01%"
"Nov 11, 2016","2,060.24","2,060.18","2,061.64","2,048.77","-","-0.13%"
"Nov 10, 2016","2,062.89","2,060.91","2,078.33","2,048.20","-","0.13%"
"Nov 09, 2016","2,060.18","2,037.71","2,066.38","2,025.42","-","1.10%"
"Nov 08, 2016","2,037.72","2,030.03","2,044.60","2,022.40","-","0.38%"
"Nov 07, 2016","2,029.95","2,007.31","2,030.07","2,007.31","-","2.20%"
"Nov 04, 2016","1,986.33","1,987.77","1,999.52","1,985.81","-","-0.15%"
"Nov 03, 2016","1,989.28","1,997.46","2,002.53","1,986.12","-","-0.46%"
"Nov 02, 2016","1,998.41","2,011.98","2,011.98","1,994.84","-","-0.69%"
"Nov 01, 2016","2,012.24","2,030.08","2,030.96","1,999.06","-","-0.68%"
"Oct 31, 2016","2,026.10","2,030.43","2,032.56","2,025.56","-","0.01%"
"Oct 28, 2016","2,025.89","2,032.23","2,039.49","2,019.69","-","-0.29%"
"Oct 27, 2016","2,031.86","2,038.52","2,045.56","2,031.36","-","-0.32%"
"Oct 26, 2016","2,038.45","2,042.16","2,044.57","2,031.71","-","-0.18%"
"Oct 25, 2016","2,042.14","2,050.18","2,050.18","2,040.95","-","-0.40%"
"Oct 24, 2016","2,050.29","2,049.05","2,053.33","2,046.05","-","0.50%"
"Oct 21, 2016","2,040.11","2,039.96","2,041.43","2,029.29","-","0.01%"
"Oct 20, 2016","2,039.97","2,043.14","2,045.85","2,032.60","-","-0.16%"
"Oct 19, 2016","2,043.14","2,038.63","2,046.94","2,037.18","-","0.22%"
"Oct 18, 2016","2,038.63","2,038.08","2,043.11","2,034.75","-","0.62%"
"Oct 17, 2016","2,026.09","2,032.43","2,034.26","2,024.12","-","-0.30%"
"Oct 14, 2016","2,032.12","2,032.03","2,047.79","2,032.03","-","0.01%"
"Oct 13, 2016","2,032.01","2,038.45","2,038.45","2,015.24","-","-0.32%"
"Oct 12, 2016","2,038.50","2,036.35","2,044.32","2,032.53","-","0.11%"
"Oct 11, 2016","2,036.34","2,062.07","2,062.07","2,028.92","-","-1.25%"
"Oct 10, 2016","2,062.13","2,061.23","2,067.89","2,060.92","-","0.45%"
"Oct 07, 2016","2,052.89","2,059.73","2,064.27","2,044.46","-","-0.33%"
"Oct 06, 2016","2,059.65","2,059.68","2,061.60","2,049.84","-","-0.00%"
"Oct 05, 2016","2,059.71","2,050.99","2,063.72","2,050.99","-","0.43%"
"Oct 04, 2016","2,050.97","2,061.13","2,064.91","2,044.77","-","-0.49%"
"Oct 03, 2016","2,061.11","2,063.58","2,063.83","2,055.16","-","-0.32%"
"Sep 30, 2016","2,067.66","2,051.39","2,074.25","2,051.39","-","0.80%"
"Sep 29, 2016","2,051.31","2,070.83","2,071.89","2,045.83","-","-0.94%"
"Sep 28, 2016","2,070.84","2,059.89","2,071.71","2,052.07","-","0.53%"
"Sep 27, 2016","2,059.85","2,047.19","2,060.90","2,043.02","-","0.62%"
"Sep 26, 2016","2,047.19","2,057.00","2,057.33","2,046.30","-","-0.84%"
"Sep 23, 2016","2,064.63","2,076.16","2,076.16","2,064.05","-","-0.56%"
"Sep 22, 2016","2,076.16","2,062.58","2,078.52","2,062.58","-","0.66%"
"Sep 21, 2016","2,062.56","2,040.45","2,064.43","2,040.11","-","1.09%"
"Sep 20, 2016","2,040.39","2,047.36","2,050.93","2,039.75","-","0.02%"
"Sep 19, 2016","2,039.94","2,045.57","2,053.50","2,036.62","-","0.02%"
"Sep 16, 2016","2,039.51","2,043.33","2,043.33","2,032.05","-","-0.37%"
"Sep 15, 2016","2,047.04","2,026.55","2,050.83","2,023.76","-","1.01%"
"Sep 14, 2016","2,026.55","2,027.53","2,041.30","2,021.05","-","-0.05%"
"Sep 13, 2016","2,027.52","2,057.95","2,057.95","2,021.00","-","-1.48%"
"Sep 12, 2016","2,057.97","2,020.48","2,061.89","2,020.25","-","1.46%"
"Sep 09, 2016","2,028.26","2,079.07","2,079.07","2,028.26","-","-2.45%"
"Sep 08, 2016","2,079.28","2,080.40","2,083.01","2,076.08","-","-0.24%"
"Sep 07, 2016","2,084.19","2,082.25","2,085.55","2,077.32","-","-0.01%"
"Sep 06, 2016","2,084.33","2,078.11","2,084.41","2,073.44","-","0.30%"
"Sep 02, 2016","2,078.05","2,069.68","2,082.40","2,069.68","-","0.44%"
"Sep 01, 2016","2,069.01","2,068.82","2,071.39","2,055.93","-","0.02%"
"Aug 31, 2016","2,068.57","2,072.95","2,072.95","2,059.55","-","-0.23%"
"Aug 30, 2016","2,073.24","2,077.29","2,079.23","2,067.75","-","-0.20%"
"Aug 29, 2016","2,077.36","2,068.88","2,080.39","2,068.88","-","0.52%"
"Aug 26, 2016","2,066.65","2,070.22","2,084.00","2,058.35","-","-0.16%"
"Aug 25, 2016","2,069.88","2,072.20","2,076.22","2,067.20","-","-0.13%"
"Aug 24, 2016","2,072.51","2,083.51","2,083.56","2,068.64","-","-0.54%"
"Aug 23, 2016","2,083.77","2,079.65","2,089.89","2,079.65","-","0.20%"
"Aug 22, 2016","2,079.63","2,076.96","2,081.76","2,073.20","-","-0.03%"
"Aug 19, 2016","2,080.25","2,083.17","2,083.17","2,072.02","-","-0.14%"
"Aug 18, 2016","2,083.16","2,078.45","2,083.16","2,076.90","-","0.23%"
"Aug 17, 2016","2,078.45","2,075.06","2,079.24","2,065.48","-","0.16%"
"Aug 16, 2016","2,075.10","2,082.24","2,082.24","2,075.09","-","-0.56%"
"Aug 15, 2016","2,086.89","2,083.72","2,090.32","2,083.70","-","0.29%"
"Aug 12, 2016","2,080.80","2,082.29","2,082.92","2,076.36","-","-0.07%"
"Aug 11, 2016","2,082.33","2,072.73","2,084.79","2,072.73","-","0.47%"
"Aug 10, 2016","2,072.65","2,078.65","2,080.21","2,069.44","-","-0.29%"
"Aug 09, 2016","2,078.64","2,077.44","2,083.99","2,075.73","-","0.06%"
"Aug 08, 2016","2,077.42","2,080.44","2,081.74","2,074.61","-","-0.09%"
"Aug 05, 2016","2,079.19","2,069.64","2,079.19","2,069.64","-","0.82%"
"Aug 04, 2016","2,062.35","2,062.11","2,066.06","2,057.53","-","0.03%"
"Aug 03, 2016","2,061.77","2,054.52","2,061.77","2,050.59","-","0.34%"
"Aug 02, 2016","2,054.84","2,065.48","2,067.41","2,045.70","-","-0.64%"
"Aug 01, 2016","2,068.10","2,070.45","2,075.50","2,063.98","-","-0.12%"
"Jul 29, 2016","2,070.68","2,066.90","2,073.76","2,060.63","-","0.18%"
"Jul 28, 2016","2,067.03","2,062.32","2,069.62","2,057.11","-","0.18%"
"Jul 27, 2016","2,063.25","2,070.99","2,071.43","2,056.66","-","-0.13%"
"Jul 26, 2016","2,066.01","2,064.86","2,069.99","2,057.34","-","0.04%"
"Jul 25, 2016","2,065.13","2,069.67","2,069.67","2,059.11","-","-0.29%"
"Jul 22, 2016","2,071.13","2,063.65","2,071.23","2,060.00","-","0.46%"
"Jul 21, 2016","2,061.74","2,068.32","2,070.36","2,056.62","-","-0.32%"
"Jul 20, 2016","2,068.40","2,064.63","2,070.65","2,059.92","-","0.46%"
"Jul 19, 2016","2,059.03","2,057.52","2,059.97","2,054.56","-","-0.15%"
"Jul 18, 2016","2,062.12","2,057.89","2,063.50","2,055.19","-","0.24%"
"Jul 15, 2016","2,057.21","2,061.63","2,064.11","2,051.73","-","-0.09%"
"Jul 14, 2016","2,059.03","2,059.10","2,063.83","2,055.02","-","0.51%"
"Jul 13, 2016","2,048.49","2,052.42","2,052.42","2,042.67","-","0.00%"
"Jul 12, 2016","2,048.45","2,043.27","2,051.71","2,042.40","-","0.68%"
"Jul 11, 2016","2,034.67","2,031.51","2,040.40","2,030.44","-","0.34%"
"Jul 08, 2016","2,027.71","2,008.52","2,029.23","2,008.52","-","1.53%"
"Jul 07, 2016","1,997.09","2,000.82","2,007.44","1,989.16","-","-0.06%"
"Jul 06, 2016","1,998.19","1,981.21","1,999.08","1,974.03","-","0.54%"
"Jul 05, 2016","1,987.42","1,993.51","1,993.51","1,980.01","-","-0.70%"
"Jul 01, 2016","2,001.46","1,996.73","2,006.85","1,996.47","-","0.21%"
"Jun 30, 2016","1,997.33","1,975.76","1,997.40","1,969.97","-","1.34%"
"Jun 29, 2016","1,970.86","1,950.85","1,973.14","1,950.85","-","1.71%"
"Jun 28, 2016","1,937.70","1,916.43","1,937.70","1,916.43","-","1.79%"
"Jun 27, 2016","1,903.58","1,928.69","1,928.69","1,895.30","-","-1.85%"
"Jun 24, 2016","1,939.51","1,986.84","1,986.84","1,935.18","-","-3.61%"
"Jun 23, 2016","2,012.22","1,997.26","2,012.22","1,997.11","-","1.36%"
"Jun 22, 2016","1,985.29","1,990.79","1,998.81","1,984.27","-","-0.18%"
"Jun 21, 2016","1,988.83","1,987.28","1,993.21","1,983.31","-","0.25%"
"Jun 20, 2016","1,983.81","1,985.30","2,000.32","1,983.10","-","0.59%"
"Jun 17, 2016","1,972.15","1,977.36","1,977.36","1,964.37","-","-0.32%"
"Jun 16, 2016","1,978.55","1,965.00","1,980.07","1,952.40","-","0.30%"
"Jun 15, 2016","1,972.71","1,979.32","1,985.99","1,971.08","-","-0.16%"
"Jun 14, 2016","1,975.89","1,974.99","1,981.37","1,965.33","-","-0.17%"
"Jun 13, 2016","1,979.18","1,994.52","1,997.34","1,978.65","-","-0.77%"
"Jun 10, 2016","1,994.56","2,004.13","2,004.13","1,988.82","-","-0.96%"
"Jun 09, 2016","2,013.84","2,011.55","2,015.90","2,006.69","-","-0.19%"
"Jun 08, 2016","2,017.66","2,011.72","2,019.01","2,011.64","-","0.33%"
"Jun 07, 2016","2,011.08","2,008.98","2,017.61","2,008.98","-","0.13%"
"Jun 06, 2016","2,008.53","2,001.69","2,012.32","2,001.12","-","0.49%"
"Jun 03, 2016","1,998.83","2,003.13","2,003.13","1,985.80","-","-0.29%"
"Jun 02, 2016","2,004.70","1,995.43","2,004.70","1,988.37","-","0.33%"
"Jun 01, 2016","1,998.16","1,995.56","1,999.60","1,984.36","-","0.13%"
"May 31, 2016","1,995.56","1,997.44","2,001.36","1,987.60","-","-0.07%"
"May 27, 2016","1,996.91","1,988.34","1,996.91","1,988.34","-","0.44%"
"May 26, 2016","1,988.26","1,989.40","1,992.15","1,985.44","-","-0.03%"
"May 25, 2016","1,988.80","1,977.69","1,992.68","1,977.69","-","0.69%"
"May 24, 2016","1,975.15","1,951.15","1,978.53","1,951.15","-","1.37%"
"May 23, 2016","1,948.53","1,951.89","1,955.94","1,947.82","-","-0.21%"
"May 20, 2016","1,952.72","1,941.96","1,957.97","1,941.96","-","0.64%"
"May 19, 2016","1,940.25","1,946.62","1,946.62","1,927.01","-","-0.38%"
"May 18, 2016","1,947.56","1,947.12","1,959.73","1,935.47","-","0.02%"
"May 17, 2016","1,947.14","1,965.71","1,965.71","1,941.19","-","-0.95%"
"May 16, 2016","1,965.72","1,948.22","1,970.70","1,947.29","-","0.98%"
"May 13, 2016","1,946.66","1,962.97","1,965.28","1,943.35","-","-0.83%"
"May 12, 2016","1,962.99","1,968.37","1,972.53","1,952.54","-","-0.02%"
"May 11, 2016","1,963.43","1,978.89","1,980.58","1,963.43","-","-0.95%"
"May 10, 2016","1,982.21","1,957.64","1,982.61","1,957.64","-","1.26%"
"May 09, 2016","1,957.64","1,955.79","1,962.70","1,953.33","-","0.09%"
"May 06, 2016","1,955.85","1,943.96","1,956.27","1,938.97","-","0.31%"
"May 05, 2016","1,949.77","1,950.62","1,959.06","1,945.24","-","-0.04%"
"May 04, 2016","1,950.61","1,954.84","1,958.31","1,945.25","-","-0.59%"
"May 03, 2016","1,962.28","1,980.13","1,980.13","1,954.23","-","-0.90%"
"May 02, 2016","1,980.15","1,968.10","1,981.98","1,965.26","-","0.79%"
"Apr 29, 2016","1,964.63","1,974.54","1,974.54","1,952.29","-","-0.50%"
"Apr 28, 2016","1,974.56","1,992.83","1,996.98","1,970.99","-","-0.92%"
"Apr 27, 2016","1,992.93","1,989.92","1,997.41","1,980.82","-","0.15%"
"Apr 26, 2016","1,989.95","1,985.95","1,994.46","1,984.00","-","0.20%"
"Apr 25, 2016","1,985.90","1,985.36","1,985.97","1,976.31","-","-0.18%"
"Apr 22, 2016","1,989.46","1,988.74","1,991.98","1,979.59","-","0.04%"
"Apr 21, 2016","1,988.74","1,998.38","1,999.88","1,985.89","-","-0.48%"
"Apr 20, 2016","1,998.38","1,996.74","2,006.63","1,992.43","-","0.09%"
"Apr 19, 2016","1,996.65","1,990.89","1,999.92","1,987.87","-","0.29%"
"Apr 18, 2016","1,990.80","1,974.55","1,990.80","1,970.87","-","0.64%"
"Apr 15, 2016","1,978.05","1,979.73","1,980.02","1,973.83","-","-0.09%"
"Apr 14, 2016","1,979.74","1,979.56","1,984.53","1,975.34","-","-0.00%"
"Apr 13, 2016","1,979.82","1,959.49","1,980.48","1,959.49","-","1.04%"
"Apr 12, 2016","1,959.46","1,941.17","1,962.59","1,938.53","-","0.95%"
"Apr 11, 2016","1,941.02","1,951.33","1,961.16","1,941.02","-","-0.29%"
"Apr 08, 2016","1,946.72","1,941.63","1,959.04","1,941.18","-","0.28%"
"Apr 07, 2016","1,941.36","1,964.76","1,964.76","1,933.69","-","-1.20%"
"Apr 06, 2016","1,964.94","1,943.71","1,965.56","1,942.17","-","1.09%"
"Apr 05, 2016","1,943.71","1,955.96","1,955.96","1,941.42","-","-1.01%"
"Apr 04, 2016","1,963.52","1,968.88","1,971.05","1,960.25","-","-0.32%"
"Apr 01, 2016","1,969.88","1,957.02","1,971.94","1,942.37","-","0.65%"
"Mar 31, 2016","1,957.22","1,960.26","1,964.57","1,954.95","-","-0.16%"
"Mar 30, 2016","1,960.26","1,952.10","1,967.97","1,952.10","-","0.43%"
"Mar 29, 2016","1,951.91","1,931.28","1,952.76","1,926.13","-","0.91%"
"Mar 28, 2016","1,934.37","1,936.25","1,939.76","1,929.43","-","0.05%"
"Mar 24, 2016","1,933.49","1,927.04","1,933.57","1,920.32","-","-0.02%"
"Mar 23, 2016","1,933.88","1,945.32","1,945.32","1,932.40","-","-0.67%"
"Mar 22, 2016","1,947.00","1,942.96","1,953.30","1,937.90","-","-0.06%"
"Mar 21, 2016","1,948.11","1,943.50","1,950.31","1,940.10","-","0.11%"
"Mar 18, 2016","1,946.02","1,939.41","1,948.71","1,939.41","-","0.45%"
"Mar 17, 2016","1,937.37","1,923.67","1,942.89","1,920.09","-","0.65%"
